Year,Team,Opponent,Team_Points,Opponent_Points
2004,davidson,north-carolina,68,91
2004,davidson,college-of-charleston,69,75
2004,davidson,hampton,83,70
2004,davidson,georgetown,53,71
2004,davidson,charlotte,65,76
2004,davidson,seton-hall,50,73
2004,davidson,duke,54,88
2004,davidson,iona,75,64
2004,davidson,citadel,68,44
2004,davidson,chattanooga,91,95
2004,davidson,western-carolina,76,62
2004,davidson,wofford,76,83
2004,davidson,east-tennessee-state,70,75
2004,davidson,elon,72,58
2004,davidson,georgia-southern,60,62
2004,davidson,north-carolina-greensboro,80,69
2004,davidson,citadel,67,49
2004,davidson,college-of-charleston,74,68
2004,davidson,furman,83,73
2004,davidson,georgia-southern,82,72
2004,davidson,wofford,73,63
2004,davidson,appalachian-state,64,63
2004,davidson,furman,71,64
2004,davidson,elon,68,61
2004,davidson,east-tennessee-state,84,96
2004,dayton,pepperdine,90,77
2004,dayton,central-michigan,82,63
2004,dayton,san-diego-state,76,71
2004,dayton,hawaii,82,72
2004,dayton,miami-oh,67,61
2004,dayton,wagner,67,65
2004,dayton,louisiana-lafayette,66,59
2004,dayton,iupui,61,59
2004,dayton,prairie-view,78,65
2004,dayton,cincinnati,53,82
2004,dayton,wofford,81,64
2004,dayton,saint-louis,49,60
2004,dayton,wyoming,59,61
2004,dayton,st-bonaventure,76,72
2004,dayton,temple,60,56
2004,dayton,richmond,55,50
2004,dayton,fordham,75,56
2004,dayton,george-washington,74,66
2004,dayton,la-salle,77,75
2004,dayton,xavier,74,67
2004,dayton,richmond,62,57
2004,dayton,massachusetts,66,59
2004,dayton,saint-josephs,67,81
2004,dayton,duquesne,70,58
2004,dayton,george-washington,64,66
2004,dayton,xavier,60,67
2004,dayton,la-salle,72,58
2004,dayton,rhode-island,63,65
2004,dayton,duquesne,73,69
2004,dayton,duquesne,69,56
2004,dayton,richmond,58,56
2004,dayton,xavier,49,58
2004,dayton,depaul,69,76
2004,delaware,mount-st-marys,75,72
2004,delaware,american,72,63
2004,delaware,san-francisco,72,74
2004,delaware,long-island-university,89,76
2004,delaware,maryland-baltimore-county,74,62
2004,delaware,loyola-md,76,71
2004,delaware,rider,72,75
2004,delaware,siena,85,59
2004,delaware,saint-josephs,54,75
2004,delaware,hofstra,66,59
2004,delaware,virginia-commonwealth,72,99
2004,delaware,towson,68,70
2004,delaware,james-madison,80,66
2004,delaware,drexel,75,82
2004,delaware,old-dominion,64,62
2004,delaware,william-mary,93,82
2004,delaware,north-carolina-wilmington,49,50
2004,delaware,george-mason,74,65
2004,delaware,james-madison,63,61
2004,delaware,hofstra,61,63
2004,delaware,towson,80,76
2004,delaware,william-mary,73,68
2004,delaware,old-dominion,74,85
2004,delaware,north-carolina-wilmington,62,61
2004,delaware,george-mason,61,75
2004,delaware,virginia-commonwealth,69,71
2004,delaware,drexel,76,64
2004,delaware,george-mason,58,65
2004,delaware-state,nevada-las-vegas,59,65
2004,delaware-state,georgetown,54,63
2004,delaware-state,wagner,59,48
2004,delaware-state,creighton,48,77
2004,delaware-state,nebraska,39,68
2004,delaware-state,michigan,50,55
2004,delaware-state,murray-state,56,65
2004,delaware-state,charlotte,52,72
2004,delaware-state,maryland-eastern-shore,60,55
2004,delaware-state,coppin-state,67,50
2004,delaware-state,morgan-state,68,60
2004,delaware-state,howard,61,59
2004,delaware-state,florida-am,66,76
2004,delaware-state,bethune-cookman,75,59
2004,delaware-state,hampton,65,56
2004,delaware-state,norfolk-state,80,82
2004,delaware-state,north-carolina-at,74,61
2004,delaware-state,south-carolina-state,42,60
2004,delaware-state,maryland-eastern-shore,66,69
2004,delaware-state,coppin-state,39,50
2004,delaware-state,morgan-state,60,64
2004,delaware-state,florida-am,76,66
2004,delaware-state,bethune-cookman,84,53
2004,delaware-state,norfolk-state,49,44
2004,delaware-state,hampton,68,74
2004,delaware-state,howard,85,73
2004,delaware-state,norfolk-state,67,55
2004,delaware-state,coppin-state,52,55
2004,denver,gonzaga,58,90
2004,denver,eastern-washington,73,77
2004,denver,chicago-state,67,60
2004,denver,montana-state,55,53
2004,denver,southern-utah,66,53
2004,denver,missouri-kansas-city,68,72
2004,denver,colorado-state,84,67
2004,denver,loyola-marymount,82,84
2004,denver,montana-state,81,79
2004,denver,southern-utah,88,82
2004,denver,wyoming,63,62
2004,denver,louisiana-lafayette,81,83
2004,denver,north-texas,67,72
2004,denver,florida-international,78,44
2004,denver,arkansas-state,66,65
2004,denver,arkansas-little-rock,53,68
2004,denver,south-alabama,78,59
2004,denver,new-orleans,76,73
2004,denver,new-mexico-state,68,54
2004,denver,louisiana-lafayette,74,94
2004,denver,western-kentucky,65,78
2004,denver,middle-tennessee,48,65
2004,denver,north-texas,66,62
2004,denver,new-mexico-state,77,84
2004,denver,south-alabama,54,73
2004,denver,new-orleans,73,74
2004,depaul,loyola-il,73,61
2004,depaul,northwestern,65,53
2004,depaul,indiana-state,78,66
2004,depaul,michigan-state,81,89
2004,depaul,bradley,77,74
2004,depaul,ohio,63,60
2004,depaul,notre-dame,69,82
2004,depaul,toledo,81,93
2004,depaul,seton-hall,62,76
2004,depaul,southeast-missouri-state,57,50
2004,depaul,chicago-state,81,74
2004,depaul,charlotte,70,75
2004,depaul,cincinnati,65,90
2004,depaul,memphis,82,73
2004,depaul,alabama-birmingham,75,64
2004,depaul,texas-christian,61,54
2004,depaul,marquette,62,70
2004,depaul,east-carolina,70,65
2004,depaul,tulane,72,58
2004,depaul,marquette,84,78
2004,depaul,saint-louis,70,68
2004,depaul,houston,66,54
2004,depaul,saint-louis,62,69
2004,depaul,louisville,60,58
2004,depaul,southern-mississippi,80,51
2004,depaul,cincinnati,68,65
2004,depaul,south-florida,78,66
2004,depaul,texas-christian,89,65
2004,depaul,alabama-birmingham,75,74
2004,depaul,cincinnati,50,55
2004,depaul,dayton,76,69
2004,depaul,connecticut,55,72
2004,detroit-mercy,duke,56,67
2004,detroit-mercy,western-michigan,64,43
2004,detroit-mercy,oakland,76,60
2004,detroit-mercy,wisconsin,42,68
2004,detroit-mercy,toledo,72,68
2004,detroit-mercy,chicago-state,64,53
2004,detroit-mercy,bowling-green-state,52,56
2004,detroit-mercy,canisius,77,74
2004,detroit-mercy,western-illinois,98,61
2004,detroit-mercy,kent-state,48,68
2004,detroit-mercy,illinois-chicago,56,48
2004,detroit-mercy,milwaukee,74,82
2004,detroit-mercy,wright-state,61,67
2004,detroit-mercy,illinois-chicago,70,67
2004,detroit-mercy,butler,69,70
2004,detroit-mercy,cleveland-state,75,53
2004,detroit-mercy,milwaukee,68,85
2004,detroit-mercy,green-bay,52,53
2004,detroit-mercy,loyola-il,77,80
2004,detroit-mercy,youngstown-state,64,43
2004,detroit-mercy,cleveland-state,77,55
2004,detroit-mercy,wright-state,74,60
2004,detroit-mercy,butler,54,48
2004,detroit-mercy,loyola-il,69,62
2004,detroit-mercy,ball-state,70,49
2004,detroit-mercy,green-bay,61,52
2004,detroit-mercy,youngstown-state,56,46
2004,detroit-mercy,cleveland-state,62,36
2004,detroit-mercy,loyola-il,60,55
2004,detroit-mercy,milwaukee,50,58
2004,drake,iowa,56,74
2004,drake,colorado-state,69,76
2004,drake,western-illinois,73,64
2004,drake,southern-illinois,66,75
2004,drake,southern-utah,71,56
2004,drake,iowa-state,77,83
2004,drake,texas-am-corpus-christi,72,78
2004,drake,cleveland-state,83,80
2004,drake,wichita-state,71,60
2004,drake,bradley,90,67
2004,drake,creighton,67,78
2004,drake,illinois-state,59,55
2004,drake,northern-iowa,56,76
2004,drake,indiana-state,70,80
2004,drake,missouri-state,50,51
2004,drake,bradley,62,57
2004,drake,wichita-state,60,70
2004,drake,indiana-state,69,66
2004,drake,evansville,68,77
2004,drake,southern-illinois,76,96
2004,drake,creighton,78,73
2004,drake,missouri-state,59,68
2004,drake,akron,82,78
2004,drake,northern-iowa,79,84
2004,drake,evansville,81,71
2004,drake,illinois-state,68,73
2004,drake,wichita-state,57,63
2004,drexel,pennsylvania,73,79
2004,drexel,colgate,89,84
2004,drexel,lafayette,68,69
2004,drexel,temple,48,57
2004,drexel,quinnipiac,89,72
2004,drexel,saint-josephs,70,92
2004,drexel,rider,64,43
2004,drexel,hartford,72,52
2004,drexel,florida-international,71,39
2004,drexel,old-dominion,58,65
2004,drexel,james-madison,77,61
2004,drexel,north-carolina-wilmington,64,71
2004,drexel,delaware,82,75
2004,drexel,william-mary,80,76
2004,drexel,towson,88,82
2004,drexel,virginia-commonwealth,69,70
2004,drexel,george-mason,83,65
2004,drexel,hofstra,82,81
2004,drexel,north-carolina-wilmington,67,66
2004,drexel,virginia-commonwealth,66,57
2004,drexel,william-mary,83,72
2004,drexel,hofstra,92,69
2004,drexel,george-mason,72,75
2004,drexel,old-dominion,82,66
2004,drexel,towson,75,51
2004,drexel,james-madison,62,59
2004,drexel,delaware,64,76
2004,drexel,north-carolina-wilmington,53,66
2004,drexel,villanova,70,85
2004,duke,detroit-mercy,67,56
2004,duke,pacific,82,69
2004,duke,liberty,76,47
2004,duke,purdue,68,78
2004,duke,michigan-state,72,50
2004,duke,st-johns-ny,79,58
2004,duke,portland,84,43
2004,duke,princeton,69,51
2004,duke,texas,89,61
2004,duke,davidson,88,54
2004,duke,clemson,73,54
2004,duke,fairfield,99,58
2004,duke,virginia,93,71
2004,duke,north-carolina-state,76,57
2004,duke,wake-forest,84,72
2004,duke,maryland,68,60
2004,duke,georgetown,85,66
2004,duke,florida-state,56,49
2004,duke,georgia-tech,82,74
2004,duke,north-carolina,83,81
2004,duke,clemson,81,55
2004,duke,virginia,93,75
2004,duke,north-carolina-state,74,78
2004,duke,wake-forest,84,90
2004,duke,maryland,86,63
2004,duke,valparaiso,97,63
2004,duke,florida-state,70,65
2004,duke,georgia-tech,68,76
2004,duke,north-carolina,70,65
2004,duke,virginia,84,74
2004,duke,georgia-tech,85,71
2004,duke,maryland,87,95
2004,duke,alabama-state,96,61
2004,duke,seton-hall,90,62
2004,duke,illinois,72,62
2004,duke,xavier,66,63
2004,duke,connecticut,78,79
2004,duquesne,prairie-view,77,57
2004,duquesne,siena,68,78
2004,duquesne,pittsburgh,45,59
2004,duquesne,loyola-md,70,61
2004,duquesne,west-virginia,84,88
2004,duquesne,akron,61,64
2004,duquesne,george-mason,70,80
2004,duquesne,minnesota,69,74
2004,duquesne,robert-morris,91,70
2004,duquesne,cornell,70,69
2004,duquesne,richmond,66,69
2004,duquesne,ohio,96,91
2004,duquesne,saint-josephs,61,78
2004,duquesne,xavier,71,58
2004,duquesne,massachusetts,88,62
2004,duquesne,rhode-island,72,55
2004,duquesne,george-washington,63,83
2004,duquesne,la-salle,70,74
2004,duquesne,st-bonaventure,85,78
2004,duquesne,richmond,51,71
2004,duquesne,la-salle,55,71
2004,duquesne,dayton,58,70
2004,duquesne,temple,65,83
2004,duquesne,george-washington,63,86
2004,duquesne,fordham,93,56
2004,duquesne,xavier,74,68
2004,duquesne,dayton,69,73
2004,duquesne,massachusetts,79,76
2004,duquesne,dayton,56,69
2004,east-carolina,campbell,93,54
2004,east-carolina,coastal-carolina,76,59
2004,east-carolina,george-mason,65,76
2004,east-carolina,north-carolina-at,86,53
2004,east-carolina,gardner-webb,76,59
2004,east-carolina,hampton,77,53
2004,east-carolina,virginia-tech,74,67
2004,east-carolina,radford,87,50
2004,east-carolina,mississippi,49,65
2004,east-carolina,alabama-birmingham,68,71
2004,east-carolina,charlotte,65,81
2004,east-carolina,louisville,66,76
2004,east-carolina,houston,53,55
2004,east-carolina,saint-louis,47,70
2004,east-carolina,cincinnati,57,80
2004,east-carolina,depaul,65,70
2004,east-carolina,south-florida,59,57
2004,east-carolina,charlotte,90,96
2004,east-carolina,memphis,73,79
2004,east-carolina,alabama-birmingham,69,72
2004,east-carolina,tulane,76,66
2004,east-carolina,texas-christian,75,70
2004,east-carolina,south-florida,69,60
2004,east-carolina,marquette,73,77
2004,east-carolina,southern-mississippi,63,50
2004,east-carolina,louisville,54,61
2004,east-tennessee-state,houston,65,51
2004,east-tennessee-state,texas-tech,53,64
2004,east-tennessee-state,north-carolina-wilmington,67,62
2004,east-tennessee-state,north-carolina-asheville,78,56
2004,east-tennessee-state,georgia-southern,91,85
2004,east-tennessee-state,clemson,86,100
2004,east-tennessee-state,tennessee-tech,77,70
2004,east-tennessee-state,iupui,81,85
2004,east-tennessee-state,lamar,75,62
2004,east-tennessee-state,american,66,71
2004,east-tennessee-state,furman,69,68
2004,east-tennessee-state,north-carolina-greensboro,72,68
2004,east-tennessee-state,western-carolina,95,82
2004,east-tennessee-state,elon,75,72
2004,east-tennessee-state,davidson,75,70
2004,east-tennessee-state,appalachian-state,93,80
2004,east-tennessee-state,wofford,76,54
2004,east-tennessee-state,western-carolina,79,65
2004,east-tennessee-state,north-carolina-greensboro,86,65
2004,east-tennessee-state,appalachian-state,66,63
2004,east-tennessee-state,chattanooga,82,80
2004,east-tennessee-state,elon,73,58
2004,east-tennessee-state,citadel,73,51
2004,east-tennessee-state,fresno-state,66,62
2004,east-tennessee-state,chattanooga,84,72
2004,east-tennessee-state,college-of-charleston,89,91
2004,east-tennessee-state,furman,94,84
2004,east-tennessee-state,davidson,96,84
2004,east-tennessee-state,chattanooga,78,62
2004,east-tennessee-state,cincinnati,77,80
2004,eastern-illinois,northern-illinois,76,83
2004,eastern-illinois,wisconsin,47,81
2004,eastern-illinois,illinois-chicago,60,77
2004,eastern-illinois,indiana-state,56,71
2004,eastern-illinois,evansville,76,86
2004,eastern-illinois,western-illinois,79,84
2004,eastern-illinois,ohio-state,50,69
2004,eastern-illinois,iowa,62,71
2004,eastern-illinois,tennessee-tech,83,70
2004,eastern-illinois,austin-peay,53,60
2004,eastern-illinois,southeast-missouri-state,64,84
2004,eastern-illinois,tennessee-state,59,60
2004,eastern-illinois,austin-peay,57,64
2004,eastern-illinois,tennessee-tech,67,84
2004,eastern-illinois,samford,69,73
2004,eastern-illinois,jacksonville-state,73,78
2004,eastern-illinois,murray-state,67,85
2004,eastern-illinois,tennessee-martin,83,79
2004,eastern-illinois,southeast-missouri-state,89,85
2004,eastern-illinois,tennessee-state,68,75
2004,eastern-illinois,morehead-state,76,59
2004,eastern-illinois,eastern-kentucky,67,71
2004,eastern-illinois,tennessee-martin,73,77
2004,eastern-illinois,murray-state,51,81
2004,eastern-kentucky,saint-louis,58,64
2004,eastern-kentucky,alabama-am,65,71
2004,eastern-kentucky,winthrop,66,67
2004,eastern-kentucky,savannah-state,62,63
2004,eastern-kentucky,savannah-state,90,56
2004,eastern-kentucky,kentucky,72,101
2004,eastern-kentucky,florida,63,109
2004,eastern-kentucky,alabama-am,107,71
2004,eastern-kentucky,robert-morris,67,58
2004,eastern-kentucky,tennessee-martin,72,68
2004,eastern-kentucky,murray-state,71,82
2004,eastern-kentucky,austin-peay,59,65
2004,eastern-kentucky,tennessee-tech,70,68
2004,eastern-kentucky,jacksonville-state,82,85
2004,eastern-kentucky,samford,95,86
2004,eastern-kentucky,murray-state,70,94
2004,eastern-kentucky,tennessee-martin,74,76
2004,eastern-kentucky,morehead-state,67,74
2004,eastern-kentucky,tennessee-state,68,65
2004,eastern-kentucky,samford,63,43
2004,eastern-kentucky,jacksonville-state,82,75
2004,eastern-kentucky,southeast-missouri-state,85,81
2004,eastern-kentucky,eastern-illinois,71,67
2004,eastern-kentucky,morehead-state,71,80
2004,eastern-kentucky,austin-peay,64,81
2004,eastern-kentucky,samford,81,61
2004,eastern-kentucky,austin-peay,57,62
2004,eastern-michigan,yale,60,75
2004,eastern-michigan,marist,82,62
2004,eastern-michigan,nebraska,59,67
2004,eastern-michigan,kent-state,74,83
2004,eastern-michigan,illinois-state,69,80
2004,eastern-michigan,bowling-green-state,68,84
2004,eastern-michigan,navy,99,52
2004,eastern-michigan,central-michigan,71,68
2004,eastern-michigan,northern-illinois,65,86
2004,eastern-michigan,western-michigan,63,72
2004,eastern-michigan,toledo,69,85
2004,eastern-michigan,miami-oh,46,74
2004,eastern-michigan,central-michigan,80,63
2004,eastern-michigan,western-michigan,55,75
2004,eastern-michigan,buffalo,77,66
2004,eastern-michigan,akron,77,54
2004,eastern-michigan,marshall,68,75
2004,eastern-michigan,toledo,84,79
2004,eastern-michigan,buffalo,64,83
2004,eastern-michigan,cleveland-state,87,66
2004,eastern-michigan,ohio,75,64
2004,eastern-michigan,northern-illinois,61,67
2004,eastern-michigan,ball-state,47,75
2004,eastern-michigan,bowling-green-state,78,75
2004,eastern-michigan,marshall,59,78
2004,eastern-washington,oklahoma,59,69
2004,eastern-washington,south-carolina-state,51,71
2004,eastern-washington,denver,77,73
2004,eastern-washington,washington,91,104
2004,eastern-washington,iowa,54,70
2004,eastern-washington,illinois-chicago,52,67
2004,eastern-washington,cal-state-fullerton,70,77
2004,eastern-washington,santa-clara,75,65
2004,eastern-washington,san-diego-state,66,79
2004,eastern-washington,idaho,60,64
2004,eastern-washington,gonzaga,49,70
2004,eastern-washington,santa-clara,65,54
2004,eastern-washington,montana,68,79
2004,eastern-washington,montana-state,70,55
2004,eastern-washington,northern-arizona,63,57
2004,eastern-washington,sacramento-state,68,62
2004,eastern-washington,portland-state,71,63
2004,eastern-washington,idaho-state,100,73
2004,eastern-washington,weber-state,73,67
2004,eastern-washington,montana-state,64,61
2004,eastern-washington,montana,71,52
2004,eastern-washington,sacramento-state,83,57
2004,eastern-washington,northern-arizona,91,81
2004,eastern-washington,portland-state,65,60
2004,eastern-washington,weber-state,78,81
2004,eastern-washington,idaho-state,90,91
2004,eastern-washington,weber-state,72,53
2004,eastern-washington,northern-arizona,71,59
2004,eastern-washington,oklahoma-state,56,75
2004,elon,idaho,60,84
2004,elon,gardner-webb,65,68
2004,elon,wake-forest,55,97
2004,elon,american,85,82
2004,elon,georgetown,70,91
2004,elon,mercer,63,80
2004,elon,chattanooga,88,70
2004,elon,xavier,58,75
2004,elon,cincinnati,63,102
2004,elon,appalachian-state,58,81
2004,elon,fairfield,64,69
2004,elon,western-carolina,72,81
2004,elon,maryland-eastern-shore,54,51
2004,elon,college-of-charleston,66,81
2004,elon,east-tennessee-state,72,75
2004,elon,davidson,58,72
2004,elon,appalachian-state,76,69
2004,elon,wofford,77,64
2004,elon,furman,67,60
2004,elon,north-carolina-greensboro,53,67
2004,elon,citadel,73,59
2004,elon,east-tennessee-state,58,73
2004,elon,chattanooga,57,62
2004,elon,western-carolina,68,53
2004,elon,georgia-southern,80,83
2004,elon,north-carolina-greensboro,112,108
2004,elon,citadel,66,56
2004,elon,davidson,61,68
2004,evansville,illinois-chicago,54,70
2004,evansville,illinois-chicago,73,77
2004,evansville,austin-peay,54,62
2004,evansville,butler,64,65
2004,evansville,eastern-illinois,86,76
2004,evansville,mississippi,66,69
2004,evansville,western-kentucky,82,92
2004,evansville,purdue,62,82
2004,evansville,indiana-state,52,72
2004,evansville,northern-iowa,67,80
2004,evansville,missouri-state,85,95
2004,evansville,bradley,84,69
2004,evansville,southern-illinois,63,81
2004,evansville,creighton,53,72
2004,evansville,northern-iowa,53,67
2004,evansville,wichita-state,66,86
2004,evansville,missouri-state,68,66
2004,evansville,creighton,70,74
2004,evansville,bradley,60,68
2004,evansville,drake,77,68
2004,evansville,illinois-state,79,48
2004,evansville,wichita-state,73,90
2004,evansville,southern-illinois,69,84
2004,evansville,central-michigan,73,90
2004,evansville,illinois-state,72,56
2004,evansville,drake,71,81
2004,evansville,indiana-state,56,71
2004,evansville,indiana-state,63,59
2004,evansville,southern-illinois,67,93
2004,fairfield,harvard,65,60
2004,fairfield,st-johns-ny,64,59
2004,fairfield,fordham,69,72
2004,fairfield,yale,71,57
2004,fairfield,marist,74,60
2004,fairfield,george-washington,75,67
2004,fairfield,bowling-green-state,70,60
2004,fairfield,pepperdine,60,56
2004,fairfield,hawaii,49,50
2004,fairfield,michigan,43,66
2004,fairfield,duke,58,99
2004,fairfield,elon,69,64
2004,fairfield,saint-peters,68,72
2004,fairfield,marist,50,59
2004,fairfield,iona,81,78
2004,fairfield,manhattan,69,89
2004,fairfield,manhattan,60,63
2004,fairfield,loyola-md,75,56
2004,fairfield,saint-peters,84,72
2004,fairfield,siena,91,80
2004,fairfield,canisius,67,63
2004,fairfield,niagara,69,59
2004,fairfield,rider,65,40
2004,fairfield,canisius,61,65
2004,fairfield,niagara,70,65
2004,fairfield,iona,82,57
2004,fairfield,rider,70,59
2004,fairfield,loyola-md,78,53
2004,fairfield,siena,58,60
2004,fairfield,siena,63,66
2004,fairleigh-dickinson,nebraska,64,80
2004,fairleigh-dickinson,morgan-state,75,76
2004,fairleigh-dickinson,american,55,54
2004,fairleigh-dickinson,florida-state,46,83
2004,fairleigh-dickinson,long-island-university,76,73
2004,fairleigh-dickinson,saint-peters,77,88
2004,fairleigh-dickinson,buffalo,79,64
2004,fairleigh-dickinson,rider,67,60
2004,fairleigh-dickinson,army,57,48
2004,fairleigh-dickinson,sacred-heart,69,73
2004,fairleigh-dickinson,wagner,57,55
2004,fairleigh-dickinson,robert-morris,58,62
2004,fairleigh-dickinson,saint-francis-pa,77,74
2004,fairleigh-dickinson,st-francis-ny,72,81
2004,fairleigh-dickinson,central-connecticut-state,84,77
2004,fairleigh-dickinson,quinnipiac,84,81
2004,fairleigh-dickinson,mount-st-marys,62,56
2004,fairleigh-dickinson,quinnipiac,75,72
2004,fairleigh-dickinson,central-connecticut-state,69,70
2004,fairleigh-dickinson,monmouth,58,60
2004,fairleigh-dickinson,mount-st-marys,73,65
2004,fairleigh-dickinson,wagner,71,58
2004,fairleigh-dickinson,saint-francis-pa,57,63
2004,fairleigh-dickinson,monmouth,86,64
2004,fairleigh-dickinson,long-island-university,75,64
2004,fairleigh-dickinson,st-francis-ny,57,63
2004,fairleigh-dickinson,wagner,69,67
2004,fairleigh-dickinson,central-connecticut-state,73,76
2004,florida-am,illinois-state,70,87
2004,florida-am,cleveland-state,88,97
2004,florida-am,north-carolina-state,62,92
2004,florida-am,florida,78,102
2004,florida-am,georgia,59,77
2004,florida-am,alabama-state,69,75
2004,florida-am,wofford,90,65
2004,florida-am,southern,69,71
2004,florida-am,marquette,63,83
2004,florida-am,coppin-state,55,59
2004,florida-am,morgan-state,72,106
2004,florida-am,hampton,87,81
2004,florida-am,norfolk-state,76,72
2004,florida-am,delaware-state,76,66
2004,florida-am,howard,66,64
2004,florida-am,north-carolina-at,74,55
2004,florida-am,south-carolina-state,62,86
2004,florida-am,maryland-eastern-shore,79,74
2004,florida-am,coppin-state,62,66
2004,florida-am,morgan-state,83,67
2004,florida-am,hampton,77,59
2004,florida-am,norfolk-state,62,63
2004,florida-am,delaware-state,66,76
2004,florida-am,howard,93,71
2004,florida-am,north-carolina-at,81,70
2004,florida-am,south-carolina-state,66,75
2004,florida-am,bethune-cookman,83,85
2004,florida-am,hampton,72,71
2004,florida-am,south-carolina-state,65,53
2004,florida-am,coppin-state,58,51
2004,florida-am,lehigh,72,57
2004,florida-am,kentucky,76,96
2004,florida-atlantic,south-florida,66,79
2004,florida-atlantic,georgia,84,99
2004,florida-atlantic,florida-international,89,87
2004,florida-atlantic,gardner-webb,95,75
2004,florida-atlantic,campbell,99,86
2004,florida-atlantic,james-madison,70,73
2004,florida-atlantic,miami-fl,51,76
2004,florida-atlantic,mercer,90,72
2004,florida-atlantic,georgia-state,76,79
2004,florida-atlantic,jacksonville,87,67
2004,florida-atlantic,stetson,89,91
2004,florida-atlantic,central-florida,52,70
2004,florida-atlantic,belmont,68,71
2004,florida-atlantic,lipscomb,90,69
2004,florida-atlantic,troy,81,93
2004,florida-atlantic,central-florida,66,75
2004,florida-atlantic,troy,68,73
2004,florida-atlantic,lipscomb,67,75
2004,florida-atlantic,belmont,54,57
2004,florida-atlantic,stetson,72,76
2004,florida-atlantic,jacksonville,69,70
2004,florida-atlantic,georgia-state,76,90
2004,florida-atlantic,mercer,79,85
2004,florida-atlantic,campbell,95,80
2004,florida-atlantic,gardner-webb,65,67
2004,florida-atlantic,troy,82,85
2004,florida,montana-state,112,73
2004,florida,arizona,78,77
2004,florida,florida-am,102,78
2004,florida,central-florida,59,39
2004,florida,stetson,74,61
2004,florida,maryland,68,69
2004,florida,louisville,65,73
2004,florida,west-virginia,70,57
2004,florida,northeastern,101,84
2004,florida,eastern-kentucky,109,63
2004,florida,florida-state,87,73
2004,florida,south-carolina,65,62
2004,florida,tennessee,95,57
2004,florida,vanderbilt,72,86
2004,florida,mississippi-state,68,79
2004,florida,auburn,68,52
2004,florida,alabama,88,78
2004,florida,tennessee,63,65
2004,florida,kentucky,65,68
2004,florida,vanderbilt,81,71
2004,florida,louisiana-state,70,73
2004,florida,georgia,62,76
2004,florida,mississippi,81,66
2004,florida,south-carolina,69,58
2004,florida,arkansas,73,68
2004,florida,georgia,63,55
2004,florida,kentucky,62,82
2004,florida,alabama,75,73
2004,florida,vanderbilt,91,69
2004,florida,kentucky,73,89
2004,florida,manhattan,60,75
2004,florida-international,howard,55,67
2004,florida-international,quinnipiac,66,65
2004,florida-international,george-washington,67,76
2004,florida-international,florida-atlantic,87,89
2004,florida-international,miami-fl,72,89
2004,florida-international,la-salle,55,64
2004,florida-international,stanford,50,77
2004,florida-international,south-florida,56,73
2004,florida-international,sam-houston-state,70,51
2004,florida-international,drexel,39,71
2004,florida-international,arkansas-state,46,55
2004,florida-international,arkansas-little-rock,53,65
2004,florida-international,canisius,57,67
2004,florida-international,denver,44,78
2004,florida-international,north-texas,48,55
2004,florida-international,louisiana-lafayette,58,78
2004,florida-international,new-mexico-state,42,73
2004,florida-international,western-kentucky,42,55
2004,florida-international,middle-tennessee,53,54
2004,florida-international,arkansas-little-rock,46,62
2004,florida-international,arkansas-state,57,82
2004,florida-international,new-orleans,63,58
2004,florida-international,south-alabama,46,62
2004,florida-international,western-kentucky,43,74
2004,florida-international,middle-tennessee,42,60
2004,florida-state,maine,69,49
2004,florida-state,nicholls-state,99,54
2004,florida-state,south-carolina-state,81,46
2004,florida-state,northwestern,71,53
2004,florida-state,mississippi,66,60
2004,florida-state,fairleigh-dickinson,83,46
2004,florida-state,miami-fl,67,58
2004,florida-state,wagner,83,62
2004,florida-state,chicago-state,47,42
2004,florida-state,pittsburgh,56,63
2004,florida-state,maryland,79,75
2004,florida-state,stetson,87,72
2004,florida-state,florida,73,87
2004,florida-state,north-carolina-state,53,58
2004,florida-state,clemson,48,53
2004,florida-state,virginia,67,76
2004,florida-state,north-carolina,90,81
2004,florida-state,wake-forest,75,70
2004,florida-state,duke,49,56
2004,florida-state,savannah-state,88,73
2004,florida-state,georgia-tech,81,65
2004,florida-state,maryland,62,73
2004,florida-state,north-carolina-state,59,75
2004,florida-state,clemson,65,52
2004,florida-state,virginia,76,57
2004,florida-state,north-carolina,71,78
2004,florida-state,wake-forest,87,90
2004,florida-state,duke,65,70
2004,florida-state,georgia-tech,60,63
2004,florida-state,north-carolina-state,71,78
2004,florida-state,wichita-state,91,84
2004,florida-state,iowa-state,59,62
2004,fordham,memphis,64,94
2004,fordham,siena,59,77
2004,fordham,manhattan,77,90
2004,fordham,fairfield,72,69
2004,fordham,northeastern,80,59
2004,fordham,holy-cross,57,66
2004,fordham,western-michigan,67,88
2004,fordham,iona,65,73
2004,fordham,boston-university,52,60
2004,fordham,western-kentucky,70,94
2004,fordham,rhode-island,53,68
2004,fordham,columbia,61,57
2004,fordham,st-bonaventure,75,69
2004,fordham,saint-josephs,35,79
2004,fordham,dayton,56,75
2004,fordham,rhode-island,54,75
2004,fordham,massachusetts,70,76
2004,fordham,temple,47,57
2004,fordham,xavier,52,74
2004,fordham,george-washington,66,77
2004,fordham,richmond,53,74
2004,fordham,saint-josephs,54,72
2004,fordham,massachusetts,75,61
2004,fordham,duquesne,56,93
2004,fordham,temple,60,74
2004,fordham,la-salle,83,75
2004,fordham,st-bonaventure,75,81
2004,fordham,richmond,47,67
